match_id,updated_at,odds_type,pool_id,pool_status,inst_no,inplay,line_type,line_id,line_status,condition,comb_id,str,status,current_odds,selection_str,selection_name_en,selection_name_ch
50060631,2026-01-30 06:31:04.813000+08:00,HIL,1420671003,PAYOUTSTARTED,0,False,in-play,1,PAYOUTSTARTED,3.0/3.5,1,H,WIN,1.88,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,HIL,1420671003,PAYOUTSTARTED,0,False,in-play,1,PAYOUTSTARTED,3.0/3.5,2,L,LOSE,1.82,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,HIL,1420671003,PAYOUTSTARTED,0,False,in-play,2,PAYOUTSTARTED,3.5,1,H,WIN,2.13,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,HIL,1420671003,PAYOUTSTARTED,0,False,in-play,2,PAYOUTSTARTED,3.5,2,L,LOSE,1.63,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,HIL,1420671003,PAYOUTSTARTED,0,False,in-play,3,PAYOUTSTARTED,4.5,1,H,WIN,3.4,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,HIL,1420671003,PAYOUTSTARTED,0,False,in-play,3,PAYOUTSTARTED,4.5,2,L,LOSE,1.26,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,HIL,1420671003,PAYOUTSTARTED,0,False,pre-play,2,AVAILABLE,3.5,1,H,AVAILABLE,2.13,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,HIL,1420671003,PAYOUTSTARTED,0,False,pre-play,2,AVAILABLE,3.5,2,L,AVAILABLE,1.63,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,HIL,1420671003,PAYOUTSTARTED,0,False,pre-play,1,AVAILABLE,3.0/3.5,1,H,AVAILABLE,1.88,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,HIL,1420671003,PAYOUTSTARTED,0,False,pre-play,1,AVAILABLE,3.0/3.5,2,L,AVAILABLE,1.82,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,HIL,1420671003,PAYOUTSTARTED,0,False,pre-play,3,AVAILABLE,4.5,1,H,AVAILABLE,3.4,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,HIL,1420671003,PAYOUTSTARTED,0,False,pre-play,3,AVAILABLE,4.5,2,L,AVAILABLE,1.26,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,1,0,LOSE,18.0,0,0,0
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,2,1,LOSE,6.8,1,1,1
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,3,2,LOSE,4.0,2,2,2
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,4,3,LOSE,3.7,3,3,3
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,5,4,LOSE,4.25,4,4,4
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,6,5,LOSE,6.0,5,5,5
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,7,6,WIN,11.0,6,6,6
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,8,7+,LOSE,12.5,7+,7+,7+
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,1,0,AVAILABLE,18.0,0,0,0
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,2,1,AVAILABLE,6.8,1,1,1
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,3,2,AVAILABLE,4.0,2,2,2
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,4,3,AVAILABLE,3.7,3,3,3
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,5,4,AVAILABLE,4.25,4,4,4
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,6,5,AVAILABLE,6.0,5,5,5
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,7,6,AVAILABLE,11.0,6,6,6
50060631,2026-01-30 06:31:04.813000+08:00,TTG,1420680012,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,8,7+,AVAILABLE,12.5,7+,7+,7+
50060631,2026-01-30 06:31:04.813000+08:00,CHL,1420673005,PAYOUTSTARTED,0,False,in-play,1,PAYOUTSTARTED,9.5,1,H,WIN,1.71,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,CHL,1420673005,PAYOUTSTARTED,0,False,in-play,1,PAYOUTSTARTED,9.5,2,L,LOSE,2.01,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,CHL,1420673005,PAYOUTSTARTED,0,False,in-play,2,PAYOUTSTARTED,10.5,1,H,WIN,2.17,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,CHL,1420673005,PAYOUTSTARTED,0,False,in-play,2,PAYOUTSTARTED,10.5,2,L,LOSE,1.61,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,CHL,1420673005,PAYOUTSTARTED,0,False,in-play,3,PAYOUTSTARTED,13.5,1,H,LOSE,4.4,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,CHL,1420673005,PAYOUTSTARTED,0,False,in-play,3,PAYOUTSTARTED,13.5,2,L,WIN,1.15,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,CHL,1420673005,PAYOUTSTARTED,0,False,pre-play,1,AVAILABLE,9.5,1,H,AVAILABLE,1.71,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,CHL,1420673005,PAYOUTSTARTED,0,False,pre-play,1,AVAILABLE,9.5,2,L,AVAILABLE,2.01,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,CHL,1420673005,PAYOUTSTARTED,0,False,pre-play,2,AVAILABLE,10.5,1,H,AVAILABLE,2.17,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,CHL,1420673005,PAYOUTSTARTED,0,False,pre-play,2,AVAILABLE,10.5,2,L,AVAILABLE,1.61,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,CHL,1420673005,PAYOUTSTARTED,0,False,pre-play,3,AVAILABLE,13.5,1,H,AVAILABLE,4.4,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,CHL,1420673005,PAYOUTSTARTED,0,False,pre-play,3,AVAILABLE,13.5,2,L,AVAILABLE,1.15,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,FCH,1420683045,PAYOUTSTARTED,0,False,in-play,1,PAYOUTSTARTED,4.5,1,H,WIN,1.83,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,FCH,1420683045,PAYOUTSTARTED,0,False,in-play,1,PAYOUTSTARTED,4.5,2,L,LOSE,1.87,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,FCH,1420683045,PAYOUTSTARTED,0,False,in-play,2,PAYOUTSTARTED,5.5,1,H,WIN,2.68,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,FCH,1420683045,PAYOUTSTARTED,0,False,in-play,2,PAYOUTSTARTED,5.5,2,L,LOSE,1.4,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,FCH,1420683045,PAYOUTSTARTED,0,False,in-play,3,PAYOUTSTARTED,6.5,1,H,LOSE,3.7,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,FCH,1420683045,PAYOUTSTARTED,0,False,in-play,3,PAYOUTSTARTED,6.5,2,L,WIN,1.22,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,FCH,1420683045,PAYOUTSTARTED,0,False,pre-play,1,AVAILABLE,4.5,1,H,AVAILABLE,1.83,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,FCH,1420683045,PAYOUTSTARTED,0,False,pre-play,1,AVAILABLE,4.5,2,L,AVAILABLE,1.87,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,FCH,1420683045,PAYOUTSTARTED,0,False,pre-play,2,AVAILABLE,5.5,1,H,AVAILABLE,2.68,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,FCH,1420683045,PAYOUTSTARTED,0,False,pre-play,2,AVAILABLE,5.5,2,L,AVAILABLE,1.4,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,FCH,1420683045,PAYOUTSTARTED,0,False,pre-play,3,AVAILABLE,6.5,1,H,AVAILABLE,3.7,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,FCH,1420683045,PAYOUTSTARTED,0,False,pre-play,3,AVAILABLE,6.5,2,L,AVAILABLE,1.22,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,FHA,1420670002,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,1,H,WIN,4.05,H,Home,主隊勝
50060631,2026-01-30 06:31:04.813000+08:00,FHA,1420670002,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,2,A,LOSE,2.05,A,Away,客隊勝
50060631,2026-01-30 06:31:04.813000+08:00,FHA,1420670002,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,3,D,LOSE,2.46,D,Draw,和
50060631,2026-01-30 06:31:04.813000+08:00,FHA,1420670002,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,1,H,AVAILABLE,4.05,H,Home,主隊勝
50060631,2026-01-30 06:31:04.813000+08:00,FHA,1420670002,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,2,A,AVAILABLE,2.05,A,Away,客隊勝
50060631,2026-01-30 06:31:04.813000+08:00,FHA,1420670002,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,3,D,AVAILABLE,2.46,D,Draw,和
50060631,2026-01-30 06:31:04.813000+08:00,HHA,1420675007,PAYOUTSTARTED,0,False,in-play,1,PAYOUTSTARTED,+1.0,2,A,LOSE,2.65,A,Away,客隊勝
50060631,2026-01-30 06:31:04.813000+08:00,HHA,1420675007,PAYOUTSTARTED,0,False,in-play,1,PAYOUTSTARTED,+1.0,3,D,LOSE,3.65,D,Draw,和
50060631,2026-01-30 06:31:04.813000+08:00,HHA,1420675007,PAYOUTSTARTED,0,False,in-play,1,PAYOUTSTARTED,+1.0,1,H,WIN,2.05,H,Home,主隊勝
50060631,2026-01-30 06:31:04.813000+08:00,HHA,1420675007,PAYOUTSTARTED,0,False,in-play,2,PAYOUTSTARTED,+2.0,1,H,WIN,1.37,H,Home,主隊勝
50060631,2026-01-30 06:31:04.813000+08:00,HHA,1420675007,PAYOUTSTARTED,0,False,in-play,2,PAYOUTSTARTED,+2.0,2,A,LOSE,4.9,A,Away,客隊勝
50060631,2026-01-30 06:31:04.813000+08:00,HHA,1420675007,PAYOUTSTARTED,0,False,in-play,2,PAYOUTSTARTED,+2.0,3,D,LOSE,4.85,D,Draw,和
50060631,2026-01-30 06:31:04.813000+08:00,HHA,1420675007,PAYOUTSTARTED,0,False,pre-play,1,AVAILABLE,+1.0,1,H,AVAILABLE,2.05,H,Home,主隊勝
50060631,2026-01-30 06:31:04.813000+08:00,HHA,1420675007,PAYOUTSTARTED,0,False,pre-play,1,AVAILABLE,+1.0,2,A,AVAILABLE,2.65,A,Away,客隊勝
50060631,2026-01-30 06:31:04.813000+08:00,HHA,1420675007,PAYOUTSTARTED,0,False,pre-play,1,AVAILABLE,+1.0,3,D,AVAILABLE,3.65,D,Draw,和
50060631,2026-01-30 06:31:04.813000+08:00,HHA,1420675007,PAYOUTSTARTED,0,False,pre-play,2,AVAILABLE,+2.0,1,H,AVAILABLE,1.37,H,Home,主隊勝
50060631,2026-01-30 06:31:04.813000+08:00,HHA,1420675007,PAYOUTSTARTED,0,False,pre-play,2,AVAILABLE,+2.0,2,A,AVAILABLE,4.9,A,Away,客隊勝
50060631,2026-01-30 06:31:04.813000+08:00,HHA,1420675007,PAYOUTSTARTED,0,False,pre-play,2,AVAILABLE,+2.0,3,D,AVAILABLE,4.85,D,Draw,和
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,30,03:03,LOSE,500.0,3:3,3:3,3:3
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,31,DO,LOSE,2500.0,DO,Draw Others,和其他
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,32,OHN,LOSE,2500.0,HOAN,Home Others (Away No Goal),主其他(客無入球)
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,33,OAN,LOSE,1000.0,AOHN,Away Others (Home No Goal),客其他(主無入球)
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,28,01:01,LOSE,6.4,1:1,1:1,1:1
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,29,02:02,LOSE,40.0,2:2,2:2,2:2
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,20,00:04,LOSE,80.0,0:4,0:4,0:4
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,21,01:04,LOSE,125.0,1:4,1:4,1:4
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,22,02:04,LOSE,500.0,2:4,2:4,2:4
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,23,00:05,LOSE,400.0,0:5,0:5,0:5
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,24,01:05,LOSE,600.0,1:5,1:5,1:5
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,25,02:05,LOSE,1000.0,2:5,2:5,2:5
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,26,AO,LOSE,700.0,AOHS,Away Others (Home Scores),客其他(主有入球)
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,27,00:00,LOSE,3.45,0:0,0:0,0:0
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,15,00:02,LOSE,6.8,0:2,0:2,0:2
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,10,05:00,LOSE,2000.0,5:0,5:0,5:0
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,11,05:01,LOSE,2000.0,5:1,5:1,5:1
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,12,05:02,LOSE,2500.0,5:2,5:2,5:2
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,13,HO,LOSE,1500.0,HOAS,Home Others (Away Scores),主其他(客有入球)
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,14,00:01,LOSE,3.85,0:1,0:1,0:1
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,16,01:02,LOSE,11.0,1:2,1:2,1:2
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,17,00:03,LOSE,20.0,0:3,0:3,0:3
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,18,01:03,LOSE,40.0,1:3,1:3,1:3
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,19,02:03,LOSE,100.0,2:3,2:3,2:3
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,1,01:00,LOSE,6.6,1:0,1:0,1:0
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,2,02:00,LOSE,16.0,2:0,2:0,2:0
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,3,02:01,WIN,17.0,2:1,2:1,2:1
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,4,03:00,LOSE,80.0,3:0,3:0,3:0
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,5,03:01,LOSE,80.0,3:1,3:1,3:1
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,6,03:02,LOSE,150.0,3:2,3:2,3:2
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,7,04:00,LOSE,500.0,4:0,4:0,4:0
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,8,04:01,LOSE,500.0,4:1,4:1,4:1
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,in-play,0,PAYOUTSTARTED,0.0,9,04:02,LOSE,700.0,4:2,4:2,4:2
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,1,01:00,AVAILABLE,6.6,1:0,1:0,1:0
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,2,02:00,AVAILABLE,16.0,2:0,2:0,2:0
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,3,02:01,AVAILABLE,17.0,2:1,2:1,2:1
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,4,03:00,AVAILABLE,80.0,3:0,3:0,3:0
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,5,03:01,AVAILABLE,80.0,3:1,3:1,3:1
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,6,03:02,AVAILABLE,150.0,3:2,3:2,3:2
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,7,04:00,AVAILABLE,500.0,4:0,4:0,4:0
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,8,04:01,AVAILABLE,500.0,4:1,4:1,4:1
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,9,04:02,AVAILABLE,700.0,4:2,4:2,4:2
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,10,05:00,AVAILABLE,2000.0,5:0,5:0,5:0
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,11,05:01,AVAILABLE,2000.0,5:1,5:1,5:1
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,12,05:02,AVAILABLE,2500.0,5:2,5:2,5:2
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,13,HO,AVAILABLE,1500.0,HOAS,Home Others (Away Scores),主其他(客有入球)
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,14,00:01,AVAILABLE,3.85,0:1,0:1,0:1
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,15,00:02,AVAILABLE,6.8,0:2,0:2,0:2
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,16,01:02,AVAILABLE,11.0,1:2,1:2,1:2
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,17,00:03,AVAILABLE,20.0,0:3,0:3,0:3
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,18,01:03,AVAILABLE,40.0,1:3,1:3,1:3
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,19,02:03,AVAILABLE,100.0,2:3,2:3,2:3
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,20,00:04,AVAILABLE,80.0,0:4,0:4,0:4
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,21,01:04,AVAILABLE,125.0,1:4,1:4,1:4
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,22,02:04,AVAILABLE,500.0,2:4,2:4,2:4
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,23,00:05,AVAILABLE,400.0,0:5,0:5,0:5
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,24,01:05,AVAILABLE,600.0,1:5,1:5,1:5
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,25,02:05,AVAILABLE,1000.0,2:5,2:5,2:5
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,26,AO,AVAILABLE,700.0,AOHS,Away Others (Home Scores),客其他(主有入球)
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,27,00:00,AVAILABLE,3.45,0:0,0:0,0:0
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,28,01:01,AVAILABLE,6.4,1:1,1:1,1:1
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,29,02:02,AVAILABLE,40.0,2:2,2:2,2:2
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,30,03:03,AVAILABLE,500.0,3:3,3:3,3:3
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,31,DO,AVAILABLE,2500.0,DO,Draw Others,和其他
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,32,OHN,AVAILABLE,2500.0,HOAN,Home Others (Away No Goal),主其他(客無入球)
50060631,2026-01-30 06:31:04.813000+08:00,FCS,1420678010,PAYOUTSTARTED,0,False,pre-play,0,AVAILABLE,0.0,33,OAN,AVAILABLE,1000.0,AOHN,Away Others (Home No Goal),客其他(主無入球)
50060631,2026-01-30 06:31:04.813000+08:00,FHL,1420672004,PAYOUTSTARTED,0,False,in-play,1,PAYOUTSTARTED,1.5,1,H,WIN,2.08,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,FHL,1420672004,PAYOUTSTARTED,0,False,in-play,1,PAYOUTSTARTED,1.5,2,L,LOSE,1.66,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,FHL,1420672004,PAYOUTSTARTED,0,False,in-play,2,PAYOUTSTARTED,1.5/2.0,1,H,WIN,2.55,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,FHL,1420672004,PAYOUTSTARTED,0,False,in-play,2,PAYOUTSTARTED,1.5/2.0,2,L,LOSE,1.45,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,FHL,1420672004,PAYOUTSTARTED,0,False,in-play,3,PAYOUTSTARTED,2.5,1,H,WIN,4.05,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,FHL,1420672004,PAYOUTSTARTED,0,False,in-play,3,PAYOUTSTARTED,2.5,2,L,LOSE,1.18,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,FHL,1420672004,PAYOUTSTARTED,0,False,pre-play,1,AVAILABLE,1.5,1,H,AVAILABLE,2.08,H,High,大
50060631,2026-01-30 06:31:04.813000+08:00,FHL,1420672004,PAYOUTSTARTED,0,False,pre-play,1,AVAILABLE,1.5,2,L,AVAILABLE,1.66,L,Low,細
50060631,2026-01-30 06:31:04.813000+08:00,FHL,1420672004,PAYOUTSTARTED,0,False,pre-play,2,AVAILABLE,1.5/2.0,1,H,AVAILABLE,2.55,H,High,大
